"id","edicao","topico","titulo","link","selecionado","foco","nivel","aplicacao","tema","tecnologia"
"05-8F",5,Other determinants and developments in Statistics Education,Understanding Of Chance And Probability Concepts Among First Year University Students,https://iase-web.org/documents/papers/icots5/Topic8f.pdf,0,,,,,
"05-8G",5,Other determinants and developments in Statistics Education,The Importance Of The Role Played By The Student In Introductory Statistics Education: Moving Beyond The Student As Customer,https://iase-web.org/documents/papers/icots5/Topic8g.pdf,0,,,,,
"05-8H",5,Other determinants and developments in Statistics Education,Learning And Transfer In Isomorphic Uncertainty Situations: The Role Of The Subject’s Cognitive Activity,https://iase-web.org/documents/papers/icots5/Topic8h.pdf,0,,,,,
"05-8I",5,Other determinants and developments in Statistics Education,Comparing Ethnic And Gender Differences Over Time: An Index Of Mathematical Achievement,https://iase-web.org/documents/papers/icots5/Topic8i.pdf,0,,,,,
"05-8J",5,Other determinants and developments in Statistics Education,“Calculate The Possibilities”: A Summer Program For Young Women,https://iase-web.org/documents/papers/icots5/Topic8j.pdf,1,aluno,Básico,ferramenta,tecnologia,Excel
"05-8K",5,Other determinants and developments in Statistics Education,Promoting The Use Of Data Analysis And Statistical Projects In Ireland,https://iase-web.org/documents/papers/icots5/Topic8k.pdf,0,,,,,
"05-8L",5,Other determinants and developments in Statistics Education,Industry Projects In Statistics,https://iase-web.org/documents/papers/icots5/Topic8l.pdf,0,,,,,
"05-8M",5,Other determinants and developments in Statistics Education,The Use Of Statistics In Final Year Applied Research Projects,https://iase-web.org/documents/papers/icots5/Topic8m.pdf,0,,,,,
"05-8N",5,Other determinants and developments in Statistics Education,Developing And Synthesizing Statistical Skills For Real Situations Through Student Projects,https://iase-web.org/documents/papers/icots5/Topic8n.pdf,0,,,,,
"05-8O",5,Other determinants and developments in Statistics Education,Mistakes And Difficulties Encountered By Students Participating In A Statistical Project,https://iase-web.org/documents/papers/icots5/Topic8o.pdf,0,,,,,
"05-8Q",5,Other determinants and developments in Statistics Education,The Use Of Statistical Project Competitions To Enhance Statistical Understanding,https://iase-web.org/documents/papers/icots5/Topic8q.pdf,0,,,,,
"05-8R",5,Other determinants and developments in Statistics Education,Statistics Poster And Project Competitions In The United States,https://iase-web.org/documents/papers/icots5/Topic8r.pdf,0,,,,,
"06-1A2",6,Statistical literacy,THREE KINDS OF STATISTICAL LITERACY: WHAT SHOULD WE TEACH?,https://iase-web.org/documents/papers/icots6/1a2_schi.pdf,0,,,,,
"06-1A4",6,Statistical literacy,PROFILE FOR STATISTICAL UNDERSTANDING,https://iase-web.org/documents/papers/icots6/1a4_read.pdf,0,,,,,
"06-1B1",6,Statistical literacy,EXPERIENCE OF DEALING WITH THE MEDIA ON CONGENITAL ANOMALY RESEARCH,https://iase-web.org/documents/papers/icots6/1b1_bott.pdf,0,,,,,
"06-1B3",6,Statistical literacy,WHAT EDUCATED CITIZENS SHOULD KNOW ABOUT STATISTICS AND PROBABILITY,https://iase-web.org/documents/papers/icots6/1b3_utts.pdf,0,,,,,
"06-1B4",6,Statistical literacy,PROMOTING STATISTICS THINKING AMONGST SECONDARY SCHOOL STUDENTS IN THE NATIONAL CONTEXT,https://iase-web.org/documents/papers/icots6/1b4_bola.pdf,0,,,,,
"06-1B5",6,Statistical literacy,DNA “FINGERPRINTS” AND THEIR STATISTICAL ANALYSIS IN HUMAN POPULATIONS,https://iase-web.org/documents/papers/icots6/1b5_phil.pdf,0,,,,,
"06-1B6",6,Statistical literacy,TOWARD A STATISTICALLY LITERATE CITIZENRY: WHAT STATISTICS EVERYONE SHOULD KNOW,https://iase-web.org/documents/papers/icots6/1b6_more.pdf,0,,,,,
"06-2A1",6,Statistics Education at the school level,Statistics Education at the School Level: CAN GRADE 3 STUDENTS LEARN ABOUT VARIATION?,https://iase-web.org/documents/papers/icots6/2a1_wats.pdf,0,,Básico,,,
"06-2A2",6,Statistics Education at the school level,DEVELOPING INSTRUCTIONAL CONJECTURES ABOUT HOW TO SUPPORT STUDENTS' UNDERSTANDING OF THE ARITHMETIC MEAN AS A RATIO,https://iase-web.org/documents/papers/icots6/2a2_cort.pdf,0,,Básico,,,
"06-2A3",6,Statistics Education at the school level,EXPLORING IN SAMPLE SPACE: DEVELOPING YOUNG CHILDREN'S KNOWLEDGE OF RANDOMNESS,https://iase-web.org/documents/papers/icots6/2a3_papa.pdf,0,,Básico,,,
"06-2B1",6,Statistics Education at the school level,WIZARDRY OR PEDAGOGY?: WHAT IS THE DRIVING FORCE IN THE USE OF THE NEW TECHNOLOGY IN TEACHING STATISTICS,https://iase-web.org/documents/papers/icots6/2b1_nich.pdf,1,professor,Básico,ferramenta,pedagogia,NI
"06-2B2",6,Statistics Education at the school level,DATA DRIVEN ACTIVITIES: TEACHING STATISTICS THROUGH MATHEMATICS,https://iase-web.org/documents/papers/icots6/2b2_witm.pdf,0,,Básico,,,
"06-2B3",6,Statistics Education at the school level,TEACHING STATISTICS FOR CRITICAL THINKING,https://iase-web.org/documents/papers/icots6/2b3_inna.pdf,0,,Básico,,,
"06-2C1",6,Statistics Education at the school level,TEACHERS' CONCEPTIONS AND CONSTRUCTIONS OF PEDAGOGICAL REPRESENTATIONS IN TEACHING ARITHMETIC AVERAGE,https://iase-web.org/documents/papers/icots6/2c1_cai.pdf,0,,Básico,,,
"06-2C2",6,Statistics Education at the school level,CONCEPT MAPPING FOR THE TEACHING OF STATISTICS IN PRIMARY SCHOOLS: RESULTS OF A CLASS EXPERIMENT IN ITALY,https://iase-web.org/documents/papers/icots6/2c2_luch.pdf,0,,Básico,,,
"06-2C5",6,Statistics Education at the school level,SEVENTH GRADE STUDENTS' SENSE MAKING OF DATA AND DATA REPRESENTATIONS,https://iase-web.org/documents/papers/icots6/2c5_benz.pdf,1,aluno,Básico,ferramenta,tecnologia,Planilhas
"06-2D1",6,Statistics Education at the school level,CENSUSATSCHOOL 2000: CREATION TO COLLATION TO CLASSROOM,https://iase-web.org/documents/papers/icots6/2d1_conn.pdf,0,,Básico,,,
"06-2D2",6,Statistics Education at the school level,STATISTICS AT FOUNDATION SCHOOL LEVEL IN SOUTH AFRICA THE WAY FORWARD,https://iase-web.org/documents/papers/icots6/2d2_nort.pdf,0,,Básico,,,
"06-2D3",6,Statistics Education at the school level,THE EFFECTS OF SOME TEACHING TECHNIQUES ON LEARNING STATISTICS,https://iase-web.org/documents/papers/icots6/2d3_galm.pdf,0,,Básico,,,
"06-2D4",6,Statistics Education at the school level,HOW FAR CAN WE GO IN THE STATISTICS CURRICULUM DEVELOPMENT AT THE SECONDARY SCHOOL LEVEL TO REACH SUCCESSFULLY THE OBJECTIVE?,https://iase-web.org/documents/papers/icots6/2d4_mori.pdf,0,,Básico,,,
"06-2D5",6,Statistics Education at the school level,EMERGENT MODELING AS THE BASIS FOR AN INSTRUCTIONAL SEQUENCE ON DATA ANALYSIS,https://iase-web.org/documents/papers/icots6/2d5_grav.pdf,0,,Básico,,,
"06-2D6",6,Statistics Education at the school level,SOME LESSONS TO BE LEARNED FROM CURRICULUM DEVELOPMENTS IN STATISTICS,https://iase-web.org/documents/papers/icots6/2d6_holm.pdf,0,,Básico,,,
"06-2E1",6,Statistics Education at the school level,"LEARNING, IDENTITY, AND STATISTICAL DATA ANALYSIS",https://iase-web.org/documents/papers/icots6/2e1_cobb.pdf,0,,Básico,,,
"06-2E2",6,Statistics Education at the school level,SHARING IDEAS AND STATISTICS LEARNING: THE ROLE OF PEER INTERACTIONS IN SCHOOL CONTEXT,https://iase-web.org/documents/papers/icots6/2e2_carv.pdf,0,,Básico,,,
"06-2E3",6,Statistics Education at the school level,PROBLEMATISING STATISTICAL MEANINGS: A SOCIOCULTURAL PERSPECTIVE,https://iase-web.org/documents/papers/icots6/2e3_hoyl.pdf,0,,Básico,,,
"06-3A1",6,Statistics Education at the post-secondary level,STATISTICAL CONSULTING WITH UNDERGRADUATES - A COMMUNITY OUTREACH APPROACH,https://iase-web.org/documents/papers/icots6/3a1_jers.pdf,0,,Superior,,,
"06-3A2",6,Statistics Education at the post-secondary level,ELEMENTARY STATISTICS INTERNATIONAL TRAVEL LAB COMPONENT,https://iase-web.org/documents/papers/icots6/3a2_lesl.pdf,0,,Superior,,,
"06-3A3",6,Statistics Education at the post-secondary level,COMMUNITY-BASED LEARNING: MOTIVATING ENCOUNTERS WITH REAL-WORLD STATISTICS,https://iase-web.org/documents/papers/icots6/3a3_root.pdf,0,,Superior,,,
"06-3A4",6,Statistics Education at the post-secondary level,ENRICHING INTRODUCTORY STATISTICS COURSES THROUGH COMMUNITY AWARENESS,https://iase-web.org/documents/papers/icots6/3a4_ande.pdf,0,,Superior,,,
"06-3B1",6,Statistics Education at the post-secondary level,"INTERPRETATION OF REGRESSION OUTPUT: DIAGNOSTICS, GRAPHS AND THE BOTTOM LINE",https://iase-web.org/documents/papers/icots6/3b1_john.pdf,0,,Superior,,,
"06-3B2",6,Statistics Education at the post-secondary level,UNDERSTANDING THE SIGN OF A CORRELATION COEFFICIENT: AN EXAMPLE,https://iase-web.org/documents/papers/icots6/3b2_kunt.pdf,0,,Superior,,,
"06-3B3",6,Statistics Education at the post-secondary level,ACCESSIBLE METHODOLOGIES FOR ESTIMATING DENSITY FUNCTIONS,https://iase-web.org/documents/papers/icots6/3b3_prov.pdf,0,,Superior,,,
"06-3B4",6,Statistics Education at the post-secondary level,ADVANCED TOPICS FOR A FIRST SERVICE COURSE IN STATISTICS,https://iase-web.org/documents/papers/icots6/3b4_weld.pdf,1,aluno,Superior,ferramenta,curriculo,NI
"06-3C2",6,Statistics Education at the post-secondary level,MEETING THE PERCEIVED NEEDS OF STATISTICAL EDUCATION WITH AVAILABLE TEACHING STAFF AND RESOURCES,https://iase-web.org/documents/papers/icots6/3c2_wang.pdf,0,,Superior,,,
"06-3D1",6,Statistics Education at the post-secondary level,EXPERIMENTAL RESEARCH IN A STATISTICAL CONCEPTS COURSE,https://iase-web.org/documents/papers/icots6/3d1_rich.pdf,0,,Superior,,,
"06-3D3",6,Statistics Education at the post-secondary level,IMPROVMENT OF TEACHING AND USE OF STATISTICS IN AFRICA'S SUBSAHARIAN COUNTRIES: THE EXAMPLE OF BENIN,https://iase-web.org/documents/papers/icots6/3d3_accr.pdf,0,,Superior,,,
"06-3D4",6,Statistics Education at the post-secondary level,STATISTICS MADE ALIVE,https://iase-web.org/documents/papers/icots6/3d4_kurj.pdf,0,,Superior,,,
"06-3E1",6,Statistics Education at the post-secondary level,CASE STUDIES IN THE MATHEMATICAL STATISTICS COURSE,https://iase-web.org/documents/papers/icots6/3e1_dnol.pdf,0,,Superior,,,
"06-3E2",6,Statistics Education at the post-secondary level,STATISTICAL INVESTIGATIONS - DRAWING IT ALL TOGETHER,https://iase-web.org/documents/papers/icots6/3e2_joli.pdf,0,,Superior,,,
"06-3E3",6,Statistics Education at the post-secondary level,SURVEY SAMPLING: LEARNING BY DOING. A TWENTY YEARS GRADUATE LEVEL TEACHING EXPERIENCE,https://iase-web.org/documents/papers/icots6/3e3_chau.pdf,0,,Superior,,,
"06-3E4",6,Statistics Education at the post-secondary level,PROJECTS FOR ADVANCED UNDERGRADUATES,https://iase-web.org/documents/papers/icots6/3e4_peto.pdf,0,,Superior,,,
"06-3F1",6,Statistics Education at the post-secondary level,TEACHING INTRODUCTORY STATISTICS FROM A BAYESIAN PERSPECTIVE,https://iase-web.org/documents/papers/icots6/3f1_albe.pdf,0,,Superior,,,
"06-3F2",6,Statistics Education at the post-secondary level,"TEACHING BAYESIAN STATISTICS TO UNDERGRADUATES:WHO, WHAT, WHERE, WHEN, WHY, AND HOW",https://iase-web.org/documents/papers/icots6/3f2_bols.pdf,0,,Superior,,,
"06-3F3",6,Statistics Education at the post-secondary level,IMPROVING STATISTICAL REASONING BY USING THE RIGHT REPRESENTATIONAL FORMAT,https://iase-web.org/documents/papers/icots6/3f3_sedl.pdf,1,aluno,Superior,ferramenta,tecnologia,NI
"06-3G1",6,Statistics Education at the post-secondary level,THE TEACHING AND PRACTICAL IMPLEMENTATION OF THE NON-PARAMETRIC BOOTSTRAP,https://iase-web.org/documents/papers/icots6/3g1_cswa.pdf,1,aluno,Superior,ferramenta,tecnologia,"S-Plus,R,Fortran"
"06-3G2",6,Statistics Education at the post-secondary level,A SHORT INTRODUCTION TO NONPARAMETRIC CURVE ESTIMATION,https://iase-web.org/documents/papers/icots6/3g2_cao.pdf,0,,Superior,,,
"06-3G3",6,Statistics Education at the post-secondary level,VISUAL BASIC APPLICATIONS AND SPREADSHEET FOR TEACHING ESTIMATION OF NONPARAMETRIC DENSITY AND REGRESSION FUNCTIONS,https://iase-web.org/documents/papers/icots6/3g3_pala.pdf,1,professor,Superior,ferramenta,pedagogia,Excel
"06-3G4",6,Statistics Education at the post-secondary level,TESTS FOR INTERACTION IN A TWO-WAY LAYOUT: SHOULD THEY BE INCLUDED IN A NONPARAMETRICS COURSE?,https://iase-web.org/documents/papers/icots6/3g4_hett.pdf,0,,Superior,,,
"06-3H2",6,Statistics Education at the post-secondary level,TEACHING CONSULTANCY THROUGH DIRECT EXPERIENCE IN RESEARCH: THE APPROACH OF THE DEPARTMENT OF BIOSTATISTICS AT THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,https://iase-web.org/documents/papers/icots6/3h2_bang.pdf,0,,Superior,,,
"06-3H3",6,Statistics Education at the post-secondary level,STATISTICAL CONSULTANCY IN A SOUTH AFRICAN UNIVERSITY: USING A RESEARCH RESOURCE CENTRE TO EMPOWER SOCIAL SCIENCE RESEARCHERS,https://iase-web.org/documents/papers/icots6/3h3_mji.pdf,0,,Superior,,,
"06-3I1",6,Statistics Education at the post-secondary level,A STATISTICS COURSE FOR ELEMENTARY AND MIDDLE SCHOOL TEACHERS,https://iase-web.org/documents/papers/icots6/3i1_kade.pdf,0,,Superior,,,
"06-3I2",6,Statistics Education at the post-secondary level,"A DATA-ORIENTED, ACTIVE LEARNING, POST-CALCULUS INTRODUCTION TO STATISTICAL CONCEPTS, METHODS, AND THEORY",https://iase-web.org/documents/papers/icots6/3i2_ross.pdf,0,,Superior,,,
"06-3I3",6,Statistics Education at the post-secondary level,USING ICT AND WEB-BASED MATERIALS FOR LEARNING & TEACHING AND DATA HANDLING ACROSS THE CURRICULUM IN SCHOOLS,https://iase-web.org/documents/papers/icots6/3i3_cole.pdf,1,professor,"Básico,Superior",conteúdo,conteúdo,Excel
"06-3I4",6,Statistics Education at the post-secondary level,LEARNING TO TEACH STATISTICS THROUGH PROJECT WORK,https://iase-web.org/documents/papers/icots6/3i4_vith.pdf,0,,Superior,,,
"06-3J1",6,Statistics Education at the post-secondary level,MAKING STATISTICS RELEVANT FOR UNDERGRADUATE NURSES,https://iase-web.org/documents/papers/icots6/3j1_mart.pdf,0,,Superior,,,
"06-3J2",6,Statistics Education at the post-secondary level,FROM TESTING TO DECISION MAKING: CHANGING HOW WE TEACH STATISTICS TO HEALTH CARE PROFESSIONALS,https://iase-web.org/documents/papers/icots6/3j2_stan.pdf,0,,Superior,,,
